Mar 2024,3578.0,2632.0,946.0,26.0,41.0,10.0,186.0,791.0,8.0,724.0,16.58,48.0,EMAMILTD,20.23,26.44,26.44,,63.28,,73.56,94.6,,,,
TTM,3658.0,2688.0,971.0,27.0,43.0,10.0,184.0,820.0,0.0,738.0,16.92,0.0,EMAMILTD,20.17,26.54,26.52,,0.0,,73.48,97.1,,,,
Mar 2013,6412.0,5417.0,995.0,16.0,194.0,87.0,77.0,1025.0,17.0,845.0,7.8,22.0,GODREJCP,13.18,15.52,15.52,,174.25,,84.48,11.44,,,,
Mar 2014,7599.0,6430.0,1169.0,15.0,62.0,120.0,82.0,1030.0,20.0,819.0,7.44,24.0,GODREJCP,10.78,15.38,15.38,,206.0,,84.62,9.74,,,,
Mar 2015,8273.0,6894.0,1379.0,17.0,73.0,112.0,91.0,1249.0,22.0,976.0,8.88,21.0,GODREJCP,11.8,16.67,16.67,,274.78,,83.33,12.31,,,,
Mar 2016,8424.0,6766.0,1657.0,20.0,-262.0,128.0,101.0,1167.0,29.0,831.0,8.1,24.0,GODREJCP,9.86,19.67,19.68,,338.43,,80.32,12.95,,,,
Mar 2017,9268.0,7361.0,1907.0,21.0,76.0,154.0,142.0,1687.0,22.0,1308.0,12.76,39.0,GODREJCP,14.11,20.58,20.58,,371.14,,79.42,12.38,,,,
Mar 2018,9847.0,7763.0,2084.0,21.0,283.0,173.0,156.0,2039.0,20.0,1634.0,15.99,42.0,GODREJCP,16.59,21.16,21.16,,407.8,,78.84,12.05,,,,
Mar 2019,10314.0,8183.0,2132.0,21.0,362.0,238.0,170.0,2085.0,-12.0,2342.0,22.91,44.0,GODREJCP,22.71,20.67,20.66,,-250.2,,79.34,8.96,,,,
Mar 2020,9911.0,7757.0,2154.0,22.0,32.0,228.0,197.0,1760.0,15.0,1497.0,14.64,55.0,GODREJCP,15.1,21.73,21.73,,264.0,,78.27,9.45,,,,
Mar 2021,11029.0,8629.0,2399.0,22.0,23.0,138.0,204.0,2080.0,17.0,1721.0,16.83,0.0,GODREJCP,15.6,21.75,21.76,,353.6,,78.24,17.38,,,,
Mar 2022,12276.0,9867.0,2409.0,20.0,78.0,122.0,210.0,2155.0,17.0,1783.0,17.44,0.0,GODREJCP,14.52,19.62,19.62,,366.35,,80.38,19.75,,,,
Mar 2023,13316.0,10873.0,2443.0,18.0,114.0,188.0,236.0,2133.0,20.0,1702.0,16.65,0.0,GODREJCP,12.78,18.35,18.35,,426.6,,81.65,12.99,,,,
Mar 2024,14096.0,11139.0,2957.0,21.0,-2209.0,310.0,241.0,198.0,383.0,-561.0,-5.48,0.0,GODREJCP,-3.98,20.98,20.98,,758.34,,79.02,9.54,,,,
TTM,13979.0,10954.0,3025.0,22.0,-2138.0,310.0,214.0,362.0,0.0,-429.0,-4.19,0.0,GODREJCP,-3.07,21.64,21.64,,0.0,,78.36,9.76,,,,
Mar 2013,27004.0,22784.0,4220.0,16.0,1123.0,26.0,251.0,5066.0,24.0,3839.0,17.71,104.0,HINDUNILVR,14.22,15.63,15.63,,1215.84,,84.37,162.31,,,,
Mar 2014,29234.0,24475.0,4759.0,16.0,792.0,41.0,296.0,5215.0,24.0,3956.0,18.24,71.0,HINDUNILVR,13.53,16.28,16.28,,1251.6,,83.72,116.07,,,,
Mar 2015,31972.0,26560.0,5412.0,17.0,1247.0,18.0,322.0,6320.0,31.0,4376.0,20.17,74.0,HINDUNILVR,13.69,16.93,16.93,,1959.2,,83.07,300.67,,,,
Mar 2016,32186.0,26276.0,5910.0,18.0,486.0,17.0,353.0,6026.0,31.0,4151.0,19.18,83.0,HINDUNILVR,12.9,18.36,18.36,,1868.06,,81.64,347.65,,,,
Mar 2017,33162.0,26834.0,6328.0,19.0,606.0,35.0,432.0,6467.0,31.0,4490.0,20.68,82.0,HINDUNILVR,13.54,19.08,19.08,,2004.77,,80.92,180.8,,,,
Mar 2018,35545.0,28046.0,7499.0,21.0,353.0,26.0,520.0,7306.0,28.0,5227.0,24.09,83.0,HINDUNILVR,14.71,21.1,21.1,,2045.68,,78.9,288.42,,,,
Mar 2019,39310.0,30430.0,8880.0,23.0,322.0,33.0,565.0,8604.0,30.0,6060.0,27.97,78.0,HINDUNILVR,15.42,22.59,22.59,,2581.2,,77.41,269.09,,,,
Mar 2020,39783.0,29930.0,9853.0,25.0,432.0,118.0,1002.0,9165.0,26.0,6756.0,31.17,80.0,HINDUNILVR,16.98,24.77,24.77,,2382.9,,75.23,83.5,,,,
Mar 2021,47028.0,35402.0,11626.0,25.0,170.0,117.0,1074.0,10605.0,25.0,7999.0,34.03,119.0,HINDUNILVR,17.01,24.72,24.72,,2651.25,,75.28,99.37,,,,
Mar 2022,52446.0,39589.0,12857.0,25.0,219.0,106.0,1091.0,11879.0,25.0,8892.0,37.79,90.0,HINDUNILVR,16.95,24.51,24.51,,2969.75,,75.49,121.29,,,,
Mar 2023,60580.0,46433.0,14147.0,23.0,448.0,114.0,1137.0,13344.0,24.0,10143.0,43.07,91.0,HINDUNILVR,16.74,23.35,23.35,,3202.56,,76.65,124.1,,,,
Mar 2024,61896.0,47237.0,14659.0,24.0,817.0,334.0,1216.0,13926.0,26.0,10282.0,43.74,96.0,HINDUNILVR,16.61,23.68,23.68,,3620.76,,76.32,43.89,,,,
TTM,62107.0,47370.0,14737.0,24.0,880.0,377.0,1259.0,13981.0,0.0,10338.0,43.98,0.0,HINDUNILVR,16.65,23.73,23.73,,0.0,,76.27,39.09,,,,
Mar 2013,31618.0,20398.0,11221.0,35.0,852.0,108.0,859.0,11106.0,31.0,7704.0,6.42,55.0,ITC,24.37,35.49,35.49,,3442.86,,64.51,103.9,,,,
Mar 2014,35306.0,22227.0,13080.0,37.0,966.0,29.0,965.0,13052.0,31.0,9001.0,7.45,54.0,ITC,25.49,37.05,37.04,,4046.12,,62.96,451.03,,,,
Mar 2015,38817.0,24566.0,14252.0,37.0,1229.0,91.0,1028.0,14362.0,32.0,9779.0,8.04,52.0,ITC,25.19,36.72,36.71,,4595.84,,63.29,156.62,,,,
Mar 2016,39192.0,24661.0,14531.0,37.0,1483.0,78.0,1077.0,14859.0,36.0,9501.0,7.74,73.0,ITC,24.24,37.08,37.08,,5349.24,,62.92,186.29,,,,
Mar 2017,42768.0,27298.0,15470.0,36.0,1759.0,49.0,1153.0,16026.0,35.0,10477.0,8.47,56.0,ITC,24.5,36.17,36.17,,5609.1,,63.83,315.71,,,,
Mar 2018,43449.0,26928.0,16521.0,38.0,2240.0,115.0,1236.0,17409.0,34.0,11493.0,9.24,56.0,ITC,26.45,38.02,38.02,,5919.06,,61.98,143.66,,,,
Mar 2019,48340.0,29802.0,18537.0,38.0,2080.0,71.0,1397.0,19150.0,33.0,12836.0,10.27,56.0,ITC,26.55,38.35,38.35,,6319.5,,61.65,261.08,,,,
Mar 2020,49388.0,30044.0,19344.0,39.0,2417.0,81.0,1645.0,20035.0,22.0,15593.0,12.45,82.0,ITC,31.57,39.17,39.17,,4407.7,,60.83,238.81,,,,
Mar 2021,49257.0,32193.0,17065.0,35.0,2577.0,58.0,1646.0,17938.0,25.0,13383.0,10.69,101.0,ITC,27.17,34.64,34.64,,4484.5,,65.36,294.22,,,,
Mar 2022,60645.0,40021.0,20623.0,34.0,1910.0,60.0,1732.0,20740.0,25.0,15503.0,12.37,93.0,ITC,25.56,34.01,34.01,,5185.0,,65.99,343.72,,,,
Mar 2023,70919.0,45215.0,25704.0,36.0,2098.0,78.0,1809.0,25915.0,25.0,19477.0,15.44,100.0,ITC,27.46,36.24,36.24,,6478.75,,63.76,329.54,,,,
Mar 2024,70866.0,44634.0,26233.0,37.0,2804.0,80.0,1816.0,27140.0,24.0,20751.0,16.39,84.0,ITC,29.28,37.02,37.02,,6513.6,,62.98,327.91,,,,
TTM,72174.0,45841.0,26333.0,36.0,2690.0,47.0,1872.0,27103.0,0.0,20739.0,16.39,0.0,ITC,28.73,36.49,36.49,,0.0,,63.51,560.28,,,,
Mar 2013,1107.0,1028.0,79.0,7.0,13.0,68.0,22.0,1.0,-1199.0,16.0,0.61,205.0,JYOTHYLAB,1.45,7.14,7.14,,-11.99,,92.86,1.16,,,,
Mar 2014,1324.0,1170.0,154.0,12.0,8.0,55.0,24.0,82.0,1.0,81.0,2.25,67.0,JYOTHYLAB,6.12,11.63,11.63,,0.82,,88.37,2.8,,,,
Mar 2015,1515.0,1350.0,164.0,11.0,6.0,14.0,33.0,125.0,3.0,121.0,3.35,60.0,JYOTHYLAB,7.99,10.83,10.89,,3.75,,89.11,11.71,,,,
Mar 2016,1593.0,1370.0,223.0,14.0,13.0,62.0,31.0,143.0,48.0,74.0,2.16,116.0,JYOTHYLAB,4.65,14.0,14.0,,68.64,,86.0,3.6,,,,
Mar 2017,1683.0,1428.0,255.0,15.0,10.0,56.0,30.0,179.0,-14.0,204.0,5.73,52.0,JYOTHYLAB,12.12,15.15,15.15,,-25.06,,84.85,4.55,,,,
Mar 2018,1672.0,1415.0,257.0,15.0,62.0,48.0,31.0,241.0,26.0,179.0,5.12,5.0,JYOTHYLAB,10.71,15.37,15.37,,62.66,,84.63,5.35,,,,
Mar 2019,1814.0,1532.0,282.0,16.0,27.0,35.0,31.0,243.0,19.0,198.0,5.59,54.0,JYOTHYLAB,10.92,15.55,15.55,,46.17,,84.45,8.06,,,,
Mar 2020,1711.0,1460.0,251.0,15.0,16.0,33.0,53.0,182.0,10.0,163.0,4.64,65.0,JYOTHYLAB,9.53,14.67,14.67,,18.2,,85.33,7.61,,,,
Mar 2021,1909.0,1594.0,315.0,16.0,-5.0,19.0,56.0,235.0,19.0,191.0,5.43,74.0,JYOTHYLAB,10.01,16.5,16.5,,44.65,,83.5,16.58,,,,
Mar 2022,2196.0,1948.0,248.0,11.0,19.0,12.0,58.0,197.0,19.0,159.0,4.41,57.0,JYOTHYLAB,7.24,11.29,11.29,,37.43,,88.71,20.67,,,,
Mar 2023,2486.0,2170.0,316.0,13.0,47.0,13.0,50.0,299.0,20.0,240.0,6.53,46.0,JYOTHYLAB,9.65,12.71,12.71,,59.8,,87.29,24.31,,,,
Mar 2024,2757.0,2277.0,480.0,17.0,54.0,5.0,50.0,479.0,23.0,369.0,10.06,35.0,JYOTHYLAB,13.38,17.41,17.41,,110.17,,82.59,96.0,,,,
TTM,2812.0,2316.0,496.0,18.0,51.0,5.0,51.0,490.0,0.0,375.0,10.22,0.0,JYOTHYLAB,13.34,17.64,17.64,,0.0,,82.36,99.2,,,,
Mar 2013,4596.0,3970.0,626.0,14.0,70.0,58.0,87.0,552.0,26.0,406.0,3.07,16.0,MARICO,8.83,13.62,13.62,,143.52,,86.38,10.79,,,,
Mar 2014,4687.0,3939.0,748.0,16.0,58.0,34.0,77.0,695.0,27.0,504.0,3.76,46.0,MARICO,10.75,15.96,15.96,,187.65,,84.04,22.0,,,,
Mar 2015,5733.0,4863.0,870.0,15.0,59.0,23.0,84.0,822.0,29.0,585.0,4.45,28.0,MARICO,10.2,15.18,15.18,,238.38,,84.82,37.83,,,,
Mar 2016,6017.0,4966.0,1051.0,17.0,93.0,21.0,95.0,1029.0,30.0,723.0,5.51,77.0,MARICO,12.02,17.47,17.47,,308.7,,82.53,50.05,,,,
Mar 2017,5918.0,4759.0,1159.0,20.0,96.0,17.0,90.0,1149.0,29.0,811.0,6.19,57.0,MARICO,13.7,19.58,19.58,,333.21,,80.42,68.18,,,,
Mar 2018,6322.0,5185.0,1137.0,18.0,85.0,16.0,89.0,1117.0,26.0,827.0,6.31,67.0,MARICO,13.08,17.98,17.98,,290.42,,82.02,71.06,,,,
Mar 2019,7334.0,6009.0,1325.0,18.0,103.0,40.0,131.0,1257.0,10.0,1131.0,8.63,55.0,MARICO,15.42,18.07,18.07,,125.7,,81.93,33.13,,,,
Mar 2020,7315.0,5846.0,1469.0,20.0,95.0,50.0,140.0,1374.0,24.0,1043.0,7.91,85.0,MARICO,14.26,20.08,20.08,,329.76,,79.92,29.38,,,,
Mar 2021,8048.0,6459.0,1589.0,20.0,107.0,34.0,139.0,1523.0,21.0,1199.0,9.08,83.0,MARICO,14.9,19.74,19.74,,319.83,,80.26,46.74,,,,
Mar 2022,9512.0,7831.0,1681.0,18.0,98.0,39.0,139.0,1601.0,22.0,1255.0,9.48,97.0,MARICO,13.19,17.67,17.67,,352.22,,82.33,43.1,,,,
Mar 2023,9764.0,7954.0,1810.0,19.0,144.0,56.0,155.0,1743.0,24.0,1322.0,10.07,45.0,MARICO,13.54,18.54,18.54,,418.32,,81.46,32.32,,,,
Mar 2024,9653.0,7627.0,2026.0,21.0,142.0,73.0,158.0,1937.0,22.0,1502.0,11.44,83.0,MARICO,15.56,20.99,20.99,,426.14,,79.01,27.75,,,,
TTM,9819.0,7741.0,2078.0,21.0,133.0,73.0,163.0,1975.0,0.0,1540.0,11.73,0.0,MARICO,15.68,21.16,21.16,,0.0,,78.84,28.47,,,,
Mar 2013,7351.0,6581.0,770.0,10.0,56.0,84.0,105.0,637.0,26.0,445.0,5.81,36.0,TATACONSUM,6.05,10.47,10.47,,165.62,,89.53,9.17,,,,
Mar 2014,7738.0,6986.0,752.0,10.0,170.0,87.0,129.0,707.0,26.0,510.0,7.48,29.0,TATACONSUM,6.59,9.72,9.72,,183.82,,90.28,8.64,,,,
Mar 2015,7993.0,7201.0,792.0,10.0,-77.0,82.0,133.0,500.0,43.0,273.0,3.86,6.0,TATACONSUM,3.42,9.91,9.91,,215.0,,90.09,9.66,,,,
Mar 2016,6637.0,6271.0,366.0,6.0,38.0,117.0,117.0,170.0,118.0,-37.0,-0.08,-2572.0,TATACONSUM,-0.56,5.51,5.51,,200.6,,94.49,3.13,,,,
Mar 2017,6780.0,5988.0,791.0,12.0,88.0,92.0,126.0,662.0,30.0,455.0,5.94,38.0,TATACONSUM,6.71,11.67,11.68,,198.6,,88.32,8.6,,,,
Mar 2018,6815.0,5976.0,839.0,12.0,73.0,43.0,116.0,753.0,25.0,556.0,7.56,30.0,TATACONSUM,8.16,12.31,12.31,,188.25,,87.69,19.51,,,,
Mar 2019,7252.0,6466.0,786.0,11.0,124.0,52.0,123.0,735.0,36.0,457.0,6.23,39.0,TATACONSUM,6.3,10.84,10.84,,264.6,,89.16,15.12,,,,
Mar 2020,9637.0,8345.0,1292.0,13.0,-163.0,78.0,242.0,809.0,34.0,460.0,4.8,54.0,TATACONSUM,4.77,13.41,13.41,,275.06,,86.59,16.56,,,,
Mar 2021,11602.0,10058.0,1544.0,13.0,91.0,69.0,255.0,1311.0,24.0,930.0,8.95,44.0,TATACONSUM,8.02,13.31,13.31,,314.64,,86.69,22.38,,,,
Mar 2022,12425.0,10707.0,1719.0,14.0,88.0,73.0,278.0,1456.0,26.0,1015.0,9.78,60.0,TATACONSUM,8.17,13.84,13.83,,378.56,,86.17,23.55,,,,
Mar 2023,13783.0,11927.0,1856.0,13.0,328.0,87.0,304.0,1794.0,25.0,1320.0,12.48,65.0,TATACONSUM,9.58,13.47,13.47,,448.5,,86.53,21.33,,,,
Mar 2024,15206.0,12922.0,2284.0,15.0,-81.0,130.0,377.0,1696.0,23.0,1215.0,11.63,64.0,TATACONSUM,7.99,15.02,15.02,,390.08,,84.98,17.57,,,,
TTM,15817.0,13410.0,2406.0,15.0,-112.0,197.0,443.0,1654.0,0.0,1167.0,11.52,0.0,TATACONSUM,7.38,15.21,15.22,,0.0,,84.78,12.21,,,,
Mar 2013,388.0,291.0,97.0,25.0,16.0,0.0,4.0,108.0,8.0,99.0,24.85,24.0,ZYDUSWELL,25.52,25.0,25.0,,8.64,,75.0,,,,,
Mar 2014,404.0,319.0,85.0,21.0,19.0,0.0,0.0,104.0,5.0,98.0,24.69,24.0,ZYDUSWELL,24.26,21.04,21.04,,5.2,,78.96,,,,,
Mar 2015,431.0,331.0,100.0,23.0,28.0,0.0,8.0,120.0,7.0,111.0,27.88,22.0,ZYDUSWELL,25.75,23.2,23.2,,8.4,,76.8,,,,,
Mar 2016,397.0,305.0,91.0,23.0,32.0,0.0,7.0,117.0,10.0,105.0,26.43,25.0,ZYDUSWELL,26.45,22.92,23.17,,11.7,,76.83,,,,,
Mar 2017,431.0,331.0,99.0,23.0,32.0,1.0,7.0,124.0,10.0,111.0,27.89,23.0,ZYDUSWELL,25.75,22.97,23.2,,12.4,,76.8,99.0,,,,
Mar 2018,513.0,387.0,125.0,24.0,35.0,2.0,9.0,150.0,9.0,137.0,34.27,23.0,ZYDUSWELL,26.71,24.37,24.56,,13.5,,75.44,62.5,,,,
Mar 2019,843.0,658.0,185.0,22.0,28.0,30.0,13.0,171.0,0.0,171.0,29.33,17.0,ZYDUSWELL,20.28,21.95,21.95,,0.0,,78.05,6.17,,,,
Mar 2020,1767.0,1446.0,321.0,18.0,-33.0,140.0,26.0,121.0,-17.0,142.0,24.58,20.0,ZYDUSWELL,8.04,18.17,18.17,,-20.57,,81.83,2.29,,,,
Mar 2021,1867.0,1522.0,344.0,18.0,-123.0,84.0,25.0,112.0,-6.0,119.0,18.66,27.0,ZYDUSWELL,6.37,18.43,18.48,,-6.72,,81.52,4.1,,,,
Mar 2022,2009.0,1664.0,345.0,17.0,10.0,26.0,24.0,306.0,-1.0,309.0,48.54,10.0,ZYDUSWELL,15.38,17.17,17.17,,-3.06,,82.83,13.27,,,,
Mar 2023,2255.0,1918.0,337.0,15.0,-5.0,16.0,25.0,291.0,-7.0,310.0,48.78,10.0,ZYDUSWELL,13.75,14.94,14.94,,-20.37,,85.06,21.06,,,,
Mar 2024,2328.0,2020.0,308.0,13.0,0.0,24.0,24.0,260.0,-3.0,267.0,41.94,12.0,ZYDUSWELL,11.47,13.23,13.23,,-7.8,,86.77,12.83,,,,
TTM,2467.0,2120.0,347.0,14.0,16.0,22.0,23.0,318.0,0.0,304.0,47.81,0.0,ZYDUSWELL,12.32,14.07,14.07,,0.0,,85.93,15.77,,,,
